id,text_clean,text_clean_en
1.8045078238516186e+18,Oni doskonale wiedzą gdzie jakie głupoty w prawie pozaszywali.,Ładuję...
1.8044919547192694e+18,Czytelnicy dodali kontekst — prosto w szczepionkę!,Ładuję...
1.8041124181900452e+18,"Rasa panów bezkarna. Strach wyjść na ulicę. Rowerzystka powinna się cieszyć, że nie poszła siedzieć (bo nie poszła??) ",The master race goes unpunished. Fear of going out on the street. The cyclist should be happy that she didn't go to sit down (because she didn't??) 
1.8038199171934172e+18,O 19:00 będę gościem . Zapraszam do oglądania    ✌      🏻,Ładuję...
1.803816114910065e+18,Niemcy kolejny raz podrzucili do Polski nielegalnych imigrantów…,Ładuję...
1.8037869316810593e+18,,#VALUE!
1.8037861245291154e+18,"Bezczelni są ci Niemcy. Ale skoro wiedzą, że premier Tusk nawet wstydzi się zadzwonić    🤦      🏻   ‍   ♂   ️

Dość masowej niekontrolowanej imigracji! Dość przerzucania na Polskę problemu, który sami stworzyli! ","These Germans are impudent. But since they know that Prime Minister Tusk is even ashamed to call 🤦 🏻 ♂ ️

Enough of mass uncontrolled immigration! Enough of shifting the problem they created to Poland! "
1.8037790616148132e+18,Jak przeprosili to luz… nie ma sprawy    🤡      🤦      🏻   ‍   ♂   ️,Ładuję...
1.803533758127059e+18,Przekonało Was to?    🤡,Did this convince you?    🤡
1.8034838522218908e+18,"Szykowany jest demontaż polskiego transportu kolejowego!

Wspólnie z marszałkiem  wsparliśmy protest pracowników #PKPCargo. Przemówiliśmy do zgromadzonych i zadeklarowaliśmy reprezentowanie interesów pracowników w Sejmie. To ważna kwestia dla gospodarki i…  ","The dismantling of Polish railway transport is being prepared!

Together with the marshal, we supported the protest of #PKPCargo employees. We addressed the audience and declared that we would represent the interests of employees in the Sejm. This is an important issue for the economy and…  "
1.8034821597489562e+18,"O 20:00 będę gościem programu     😉   

Zapraszam do oglądania! ",Ładuję...
1.8030951318027392e+18," Jednak dodałem, że w te zapowiedzi nie wierzymy tak jak w kwotę wolną 60 tys. i benzynę po 5,19.",Ładuję...
1.8030572344626222e+18,"Jak premier powiedział, że zadzwoni to zadzwoni! Nie trzeba mu przypominać co pół roku xD ",Ładuję...
1.8030482787259845e+18,Na oddziale bez zmian.,No changes in the ward.
1.8028075109124465e+18,Internety nie biorą jeńców!,The Internet takes no prisoners!
1.8026182676488154e+18,Janusz zjedz snickersa.,"Janusz, eat a Snickers."
1.8025978653042775e+18,„Wgnieciemy Putina w ziemię” — A tymczasem szpiedzy zapadli się pod ziemię    🤡,Ładuję...
1.8023578327647767e+18,"Mecz otwarcia niestety z tradycyjnym wynikiem. Za to z zupełnie innym nastawieniem. Polacy pokazali kawał dobrej piłki. Kolejne mecze będzie się oglądać w napięciu o wynik a nie o styl.

Polska walcząca! Polska walcząca do końca!    💪      🏻    🇵  🇱 ","The opening match unfortunately had a traditional result. But with a completely different attitude. The Poles showed great football. The next matches will be watched with suspense about the result and not about the style.

Fighting Poland! Poland fighting to the end!    💪 🏻 🇵 🇱 "
1.8023402481201114e+18,Grupa hakerska o kryptonimie „polscy kibice”. Brałem udział w tym ataku!    🤣,Ładuję...
1.8023327129858504e+18,Niestety 1-1. Walczyć do końca!,Ładuję...
1.8023322407240663e+18,"Wracam z Tomaszowa Lubelskiego i liczyłem na to, że obejrzę mecz w drodze. Natomiast okazuje się, że likwidatorzy TVP zlikwidowali nawet stream. Żenada.

Czytam za to tutaj, że nasi dobrze grają! Jeszcze jeden! Do boju!    💪      🏻    🇵  🇱 ","I'm coming back from Tomaszów Lubelski and I was hoping to watch the match on the way. However, it turns out that TVP liquidators even liquidated the stream. Embarrassing.

However, I read here that our team plays well! Another! Let's fight!    💪 🏻 🇵 🇱 "
1.8023310173252774e+18,"Dziś miałem zaszczyt uczestniczyć w obchodach 80. rocznicy zbrodni UPA w Bełżcu na cywilach jadących pociągiem do Lwowa. Oddaliśmy hołd ofiarom tego straszliwego mordu. Wspólnie z , szefem struktur Ruchu Narodowego w województwie lubelskim, złożyliśmy wieńce i…  ","Today I had the honor to participate in the celebration of the 80th anniversary of the UPA crimes in Bełżec on civilians traveling by train to Lviv. We paid tribute to the victims of this terrible murder. Together with , the head of the National Movement structures in the Lublin Voivodeship, we laid wreaths and...  "
1.8019397440009915e+18,"Niemiecka policja „podrzuca” Polsce imigrantów! Proceder trwa a polskie władze albo kłamią i przymykają na to oczy albo nie mają pojęcia o tym mechanizmie (nie wiadomo co gorsze).

W czwartek na posiedzeniu Sejmu pytałem ministra spraw wewnętrznych o to ilu imigrantów nielegalnie…  ",Ładuję...
1.8019277726437379e+18,"  Nie było żadnego scenariusza, który nie dawał 248 za rządem Tuska.",Ładuję...
1.801925835017925e+18,"  Pan redaktor nie jest najmocniejszy z matematyki. 

Kilka prostych zadań z arytmetyki.

196+18=212
157+65+26=248

A jeśli wierzy pan redaktor w to, że te dwa równania z dodawaniem mogłyby mieć różne składniki to dodatkowo nie zna się pan na polityce.","  Mr. editor is not the best at mathematics. 

Some simple arithmetic problems.

196+18=212
157+65+26=248

And if, Mr. Editor, you believe that these two addition equations could have different components, you also don't know anything about politics."
1.8018885765246935e+18,Zagrożone to jest zdrowie i życie Strażników Granicznych przez agresywnych nielegalnych imigrantów!,Ładuję...
1.8018569008640456e+18,Polska,Ładuję...
1.80162736154622e+18,"Chciałbym poruszyć kwestię kryzysu kadrowego w Straży Granicznej. 

Na koniec lutego liczba wakatów wyniosła ponad 2000, co stanowi 12,65% całkowitego stanu osobowego! ","I would like to raise the issue of the staffing crisis in the Border Guard. 

At the end of February, the number of vacancies amounted to over 2,000, which constitutes 12.65% of the total staff! "
1.8012986647379236e+18,"Komisja ds. badania wpływów rosyjskich była wytworem pijarowym. Szopka polityczna i prezent dla ekipy , to była jedna z cegiełek, która doprowadziła do tego, że obecnie rządzą! ","The Commission for the Investigation of Russian Influence was a Piarist creation. A political nativity scene and a gift for the team, it was one of the building blocks that led to the fact that they are currently in power! "
1.801243196229395e+18,W powiecie radzyńskim pomiędzy pierwszą a drugą turą kłamali na ulotkach wyborczych o zawiązanej koalicji z Konfederacją (sic!). Nasz radny powiatu Paweł Komoń niczego z nimi nie podpisywał. Sam mu zwracałem uwagę na oszustów. Można sprawdzić kto tam obecnie rządzi. Koalicja PiS…,Ładuję...
1.8012284359576868e+18,"No cóż, wybory się już skończyły, więc prawda jest taka, że Donald Tusk już wcale nie musi mydlić oczu obywatelom i pakt migracyjny może zostać przyjęty - bo, jak zapowiada RMF FM, #Tusk ma poprzeć kandydaturę Urszuli von der Leyen na przewodniczącą Komisji Europejskiej. 

Mam…  ",Ładuję...
1.8009062080707382e+18,"Dlaczego musiało dojść do tragedii, żeby w końcu rozmawiać o reformach?
Przecież to, że polscy żołnierze byli wyzywani, atakowani jeszcze przy okazji kryzysu na Polsko-białoruskiej granicy kilka lat temu, to była norma! 

Murem za polskim mundurem! ","Why did a tragedy have to happen to finally talk about reforms?
After all, the fact that Polish soldiers were insulted and attacked during the crisis on the Polish-Belarusian border a few years ago was the norm! 

A wall behind the Polish uniform! "
1.8008550294165998e+18,"Czy przewidziano mechanizmy zapobiegania nadużyciom sprzedawania głosów, korupcji? Jaką opinię na ten temat ma PKW? ",Are there mechanisms to prevent abuses of vote selling and corruption? What is the opinion of the National Electoral Commission on this matter? 
1.8008510931879409e+18,"Ostatnio widzieliśmy w Warszawie niedaleko ulicy Ostrobramskiej, jak czarnoskóry mężczyzna demolował samochody, zaczepiał ludzi, szarpał ludzi. Do tego to prowadzi. Ludzie zaczynają się coraz bardziej bać, ponieważ to niebezpieczeństwo, to zagrożenie jest coraz bardziej realne.…  ",Ładuję...
1.8008505268772375e+18,"Donald Tusk deklarował, że nie przyjmiemy żadnych imigrantów z paktu migracyjnego. Oczywiście wszystko to były tylko i wyłącznie zapowiedzi, ponieważ trwała kampania wyborcza! 

   ➡   ️ Miało nie być imigrantów, a okazuje się, że Urząd Wojewódzki zwrócił się do samorządowców,…  ",Ładuję...
1.800827639042847e+18,"Jakie macie stanowisko? Wszystkie!

XD ",Ładuję...
1.8005476814143078e+18,"Jeśli to Jacek Sasin będzie odpowiedzialny za jej dogadywanie to jestem spokojny o to, że mu się nie uda    😉    ","If Jacek Sasin is responsible for talking to her, I'm sure he won't succeed 😉    "
1.8004602671780375e+18," Gdyby nie to, że to całe unijne tałatajstwo pcha się do tego by zabraniać nam żyć normalnie pomimo tego, że gardzi tym jakimi samochodami jeździmy, czym palimy w piecach i jak budujemy swoje domy to byśmy nie musieli wysyłać do PE reprezentacji."," If it weren't for the fact that all this EU crap is trying to forbid us from living normally, despite the fact that it despises the cars we drive, what we burn in our furnaces and how we build our houses, we wouldn't have to send a representation to the European Parliament."
1.800255319320433e+18,Wielkie chwile „dziennikarstwa”!    😀,Ładuję...
1.8001468663043812e+18,"  Wielka szkoda, że reprezentacja Konfederacji nie została wzmocniona o Twoje doświadczenie i kompetencje! Dziękuję za poświęcenie i pracowitą kampanię!",  It's a pity that the Confederation's representation was not strengthened with your experience and competences! Thank you for your dedication and hard-working campaign!
1.8001172517373668e+18,"Konfederacja — 12,08 %
Trzecia Droga — 6,91 %

   😉    ",Ładuję...
1.8001021100775345e+18,Gratulacje! To jest wynik    💪      🏻,Ładuję...
1.7999108928194355e+18,Wieczór wyborczy Konfederacji!  🇵  🇱,Ładuję...
1.799879795053884e+18,"Mamy to! 11,9%",We got it! 11.9%
1.799852941773599e+18,Dla przypomnienia. W tych wyborach nie ma progu 8% dla koalicji. Każdy komitet niezależnie czy partyjny czy wyborców czy koalicyjny musi pokonać 5% próg by brać udział w podziale mandatów.,"As a reminder. There is no 8% threshold for the coalition in these elections. Each committee, regardless of party, voters or coalition, must overcome the 5% threshold to participate in the division of seats."
1.7998498445358615e+18,Czy jedna z przystawek zostanie w całości skonsumowana już w tych wyborach?,Ładuję...
1.799844077040505e+18,Trzeba jeszcze dowieźć. Popisowi będą się na koniec mobilizować.,Ładuję...
1.799842081344791e+18,Trzeba się mobilizować!,We need to mobilize!
1.799840980063126e+18,Dwucyfrówka? Natomiast uśmiechnięte przystawki są konsumowane.,Ładuję...
1.7997694185217807e+18,Dlaczego Pan wyklucza powiat grodziski z okręgu numer 4?    😉,Ładuję...
1.799747734284751e+18,"Im mniejsza frekwencja tym siła pojedynczego głosu jest silniejsza.

Dlatego Ty idź na wybory!",Ładuję...
1.7996704281407903e+18,Dzień dobry! Od 10 minut lokale otwarte    😉,Ładuję...
1.7996686675268613e+18,"Ciekawostka z ordynacji wyborczej. Jeśli zagłosujesz na dwie lub więcej osób Z TEJ SAMEJ LISTY to głos nadal jest ważny i zalicza się na daną listę. Taki głos liczy się później do tego jak wiele mandatów zdobędzie dany komitet. Art. 227. § 5. Kodeksu Wyborczego

Dlatego jeśli w… ",Ładuję...
1.7994091949338668e+18,"  Tak, ale w tych wyborach dopisałem się do spisu wyborców w Warszawie.",Ładuję...
1.799178779253781e+18,"Jeżeli nie wiecie na kogo głosować 9 czerwca w Waszych okręgach wyborczych, to rekomenduję tych kandydatów #DrużynaBosaka  🇵  🇱  
Po pierwsze Polska!  

   📍   Okr. 1 
Krzysztof Szymański  nr 3 na liście Konfederacji  (województwo pomorskie)
   📍   Okr. 2 
Paweł Rudnicki…  ",Ładuję...
1.7991659044768975e+18,"Idźcie na wybory!  🇵  🇱 

9 czerwca głosuj na listę numer 2, głosuj na Konfederację! 
#PoPierwszePolska ","Go to the polls!  🇵 🇱 

On June 9, vote for list number 2, vote for the Confederation! 
#PoPierwszePolska "
1.799164289065853e+18,"Warszawa, a także powiaty podwarszawskie i zagranica — 
9 czerwca zagłosuję na  i Was też gorąco zachęcam!  🇵  🇱 

   ✅    Idźcie na wybory i zagłosujcie na KRYSTIANA KAMIŃSKIEGO!

#PoPierwszePolska ","Warsaw, as well as poviats near Warsaw and abroad - 
I will vote for it on June 9 and I strongly encourage you to vote too!  🇵 🇱 

   ✅ Go to the elections and vote for KRYSTIAN KAMIŃSKI!

#PoPierwszePolska "
1.7991595728187924e+18,Artykuł:,Ładuję...
1.7991593137950764e+18,"Postanowiłem zgłosić interpelację do Prezesa Rady Ministrów w sprawie niepokojących doniesień medialnych dotyczących braku bezstronności Rady Naukowej ISP PAN. 

Artykuł na portalu Wirtualna Polska wskazuje na poważne zastrzeżenia co do niezależności członków komisji…  ","I decided to submit an interpellation to the Prime Minister regarding disturbing media reports regarding the lack of impartiality of the Scientific Council of the Institute of Fine Arts of the Polish Academy of Sciences. 

An article on the Wirtualna Polska website indicates serious reservations about the independence of committee members...  "
1.7991080691270044e+18,Niezły odjazd. Ma pan z synem wspólnego dilera?,Ładuję...
1.798819680414806e+18,"Znam  od dwudziestu lat i mogę z pełnym przekonaniem powiedzieć, że jest to człowiek godny zaufania. Jego dogłębna znajomość spraw międzynarodowych oraz bogate doświadczenie zdobyte jako poseł IX kadencji sprawiają, że będzie skutecznie reprezentował interesy Polski w…  ",I have known him for twenty years and I can say with full confidence that he is a trustworthy man. His in-depth knowledge of international affairs and extensive experience gained as a member of parliament of the 9th term mean that he will effectively represent Poland's interests in...  
1.7987416449526582e+18,"To jest oczywiste, że polski żołnierz nie może się bać bronić polskiej granicy. Polski żołnierz nie może się bać bronić swojego życia, swojego zdrowia, bronić się przed nachodźcami, którzy szturmują tę granicę, którzy są zagrożeniem. ","It is obvious that a Polish soldier cannot be afraid to defend the Polish border. A Polish soldier cannot be afraid to defend his life, his health, and defend himself against the invaders who are storming this border and who are a threat. "
1.7986633662041295e+18,"SZOKUJĄCE zdjęcia od żołnierzy na granicy! Lider warszawskiej listy w wyborach do PE  i wicemarszałek Sejmu  na konferencji pod MON!

Bezpieczna Polska - to bezpieczne granice!  #MuremZaPolskiMundurem ","SHOCKING photos from soldiers at the border! Leader of the Warsaw list in the European Parliament elections and deputy speaker of the Sejm at a conference under the Ministry of National Defense!

Safe Poland - safe borders!  #MuremZaPolishUniform "
1.798479564794114e+18,"Żołnierz nie może bać się używać broni zgodnie z jej przeznaczeniem. W obronie zdrowia, życia czy nienaruszalności granic Rzeczypospolitej ma prawo użyć wszystkich przewidzianych środków. 

Natychmiast należy odwiesić ukaranych żołnierzy!","A soldier cannot be afraid to use weapons for their intended purpose. He has the right to use all available means to defend health, life and the integrity of the borders of the Republic of Poland. 

The punished soldiers should be suspended immediately!"
1.798268078234739e+18,"Konstancin-Jeziorna dzień dobry!    🔥   Razem z liderem listy warszawskiej w wyborach do PE  częstowaliśmy dzisiaj kawą na Targowisku    ☕   ️

   ✅   9 czerwca głosuj na     ✌      🏻    ","Konstancin-Jeziorna good morning!    🔥 Together with the leader of the Warsaw list in the European Parliament elections, we served coffee at the Targowisko today ☕ ️

   ✅ On June 9, vote for ✌ 🏻    "
1.7980436744730875e+18,"Już za chwilę będę gościem programu     ✌      🏻   

Do zobaczenia! ",Ładuję...
1.7980354113796017e+18,Krystian Kamiński do Europarlamentu!    💪      🏻,Ładuję...
1.7978945602001718e+18,"Dzień dobry i smacznego!    🥪      🥪      🥪   

Razem z liderem warszawskiej listy w wyborach do PE  pomimo „angielskiej pogody” byliśmy dzisiaj na Rondzie Daszyńskiego i częstowaliśmy Was kanapkami na dobry początek dnia! 

9 czerwca oddaj swój głos na lidera warszawskiej listy…  ",Ładuję...
1.7976828629905452e+18,Do zobaczenia!    😎,See you!    😎
1.7976238726967997e+18,W czasach gdy PiS nie rządził xD Natomiast marka była dobra i produkowała dobrej jakości ubrania. Nie ma żadnej sprzeczności z tym co napisał,"At a time when PiS was not in power xD However, the brand was good and produced good quality clothes. There is no contradiction with what he wrote"
1.7975418740827423e+18,"Dzień dobry! Razem z liderem listy w wyborach do Parlamentu Europejskiego  częstowaliśmy Was na warszawskiej Ochocie kawą. 
Mnóstwo rozmów i uściski dłoni.    🤝      🏼   

9 czerwca Warszawa, powiaty podwarszawskie i zagranica głosujemy na  lidera listy - Krystiana Kamińskiego  🇵  🇱 …  ",Ładuję...
1.797228673306653e+18,Do zobaczenia    👋      🏻,See you 👋 🏻
1.796591583443477e+18,"Nie dla paktu migracyjnego! Nie chcemy nielegalnych imigrantów w Polsce!    🛑   

Chcemy czuć się bezpiecznie w swoim kraju! 

   ✅    9 czerwca głosuj na Konfederację, która od zawsze opowiada się za bezpiecznymi granicami i polskim interesem narodowym! ","No to the migration pact! We don't want illegal immigrants in Poland!    🛑   

We want to feel safe in our country! 

   ✅ On June 9, vote for the Confederation, which has always supported safe borders and the Polish national interest! "
1.7962104581075313e+18,"Będę dzisiaj gościem programu  o godzinie 19:30 

Zapraszam do oglądania! 
#KonfederacjaWMediach ",Ładuję...
1.7959053388786442e+18,50 twarzy Donalda Tuska    🤡,Ładuję...
1.7957380354239939e+18,Tylko tyle? Trzeba zmienić ustawę i zwiększyć kary tak by bezużytecznym szkodnikom nie opłacało się blokować ruchu.,Is that all? We need to change the law and increase penalties so that it is no longer profitable for useless pests to block traffic.
1.7954828417294177e+18,"Kiedyś to były czasy… Czy  dalej taki chętny, żeby pajacować na granicy? ",Ładuję...
1.79443162807423e+18,"Cóż to było za spotkanie! Grill z #DrużynaBosaka na polu Mokotowskim!

Niestety pogoda pokrzyżowała nam plany i musimy się zbierać    🌦   ️ 

#PoPierwszePolska ","What a meeting it was! Barbecue with #TeamBosaka at the Mokotowskie field!

Unfortunately, the weather ruined our plans and we have to get ready 🌦️ 

#PoPierwszePolska "
1.794072695761453e+18,Proszę mi wyjaśnić co było głupotą w moim przesłuchaniu premiera Kaczyńskiego? Z chęcią wyjaśnię jeśli ksiądz czegoś nie zrozumiał.,Please explain to me what was stupid in my questioning of Prime Minister Kaczyński? I will be happy to explain if you didn't understand something.
1.794015257645437e+18,Poseł Wójcik przyniósł swój sprzęt nagłośnieniowy by ominąć wyłączanie mikrofonu przez przewodniczącego. Jeśli komisja śledcza miała jakieś resztki powagi to właśnie je straciła    🙃,"MP Wójcik brought his sound equipment to avoid the chairman turning off the microphone. If the investigative commission had any remnants of seriousness, it has now lost it 🙃"
1.7940133283075364e+18," Jest oczywiście  lider listy  w okręgu stołecznym. Merytoryczny, kompetentny i znający języki. Warto w Warszawie postawić na niego!"," There is, of course, the leader of the list in the capital district. Substantive, competent and knowledgeable in languages. It's worth investing in him in Warsaw!"
1.7939826087849498e+18,🇵  🇱  Popieram!,🇵 🇱 I support it!
1.793952068589261e+18,XD,XD
1.793622673014047e+18,"Nie minął rok, kiedy PiS powołał komisję ds. rosyjskich wpływów, żeby grillować Donalda Tuska. Dziś taką samą komisję proponuje Donald Tusk, który na przewodniczącego powołuje człowieka, który karierę zaczynał w WSI    🫣   

— To jest skrajnie nieodpowiedzialne. Ze śmiertelnie…  ",Ładuję...
1.7933460873039386e+18,"Kiedy rozmawiamy o rolnictwie, nie sposób nie przypomnieć, że PiS zdradził polską wieś! 

Premier  przyjął całą politykę klimatyczną w rolnictwie bez sprzeciwu, natomiast Platforma kontynuuje tę politykę! Rolnicy protestują, zostali doprowadzeni do ostateczności,…  ","When we talk about agriculture, it is impossible not to recall that PiS betrayed the Polish countryside! 

The Prime Minister adopted the entire climate policy in agriculture without opposition, while the Platform continues this policy! Farmers are protesting, they have been pushed to the extreme,…  "
1.7933296685877048e+18,"Donosiciel +

Jakie mechanizmy będą chronić przed fałszywymi oskarżeniami? Nie wylewajmy dziecka z kąpielą i nie twórzmy mody na donosicielstwo! ","Informer +

What mechanisms will protect against false accusations? Let's not throw the baby out with the bathwater and let's not create a fashion for informing! "
1.793321810970182e+18,Premierowi nerwy puszczają    😃,Ładuję...
1.7931808407986427e+18,"   ❌    Nie dla euro!
   ✅    Tak dla polskiego złotego! ",Ładuję...
1.7926187454220536e+18,"Rozmowa w     ⬇   ️

Jeśli chodzi o polityków Platformy Obywatelskiej, to jeszcze kilka lat temu wcale nie byli tacy sceptyczni wobec imigracji masowej, niekontrolowanej. Na przykład pani poseł  mówiła   👇      🏻   

„Wpuśćmy tych ludzi, dopiero zobaczymy, kim są, jak tu…  ",Ładuję...
1.792306387457917e+18,"Rozmowa     👇      🏻   

Problem polega na tym, że nawet zamrażanie cen energii po prostu nie rozwiązuje problemu systemowego, nie można w nieskończoność mrozić cen   ‼   ️
— Ostatecznie dopłaca do tego budżet państwa, czyli także my, obywatele z podatków   ‼   ️

W tym momencie najbardziej…  ",Ładuję...
1.7918951408789711e+18,Rano byłem gościem programu TVP3 Lublin „Polityka i ludzie”. Zapraszam do oglądania    ✌      🏻,Ładuję...
1.7910597417261302e+18,"Wołomin i Ząbki, to tam dzisiaj częstowaliśmy Was kawą od rana!    ☕   ️ #DrużynaBosaka wspiera lidera listy warszawskiej w wyborach do Parlamentu Europejskiego   🇵  🇱  

#ChcemyŻyćNormalnie ","Wołomin and Ząbki, that's where we served you coffee from the morning!    ☕️ #TeamBosaka supports the leader of the Warsaw list in the European Parliament elections 🇵 🇱  

#WeWantLiveNormally "
1.7907947952054438e+18,"PiS i PO odrzuciła poprawkę  by psychiatrzy i psychologowie musieli znać język polski co najmniej na poziomie B1. 

Odrzucono także poprawkę  by nie dawać socjalu Ukraińcom w wieku poborowym. 

Słudzy narodu Ukraińskiego    🤦      🏻   ‍   ♂   ️","PiS and PO rejected the amendment that psychiatrists and psychologists would have to know Polish at least at B1 level. 

The amendment not to provide social benefits to Ukrainians of military age was also rejected. 

Servants of the Ukrainian nation 🤦 🏻 ‍ ♂ ️"
1.7907497153168387e+18,Było duże przyspieszenie obrad i poseł Mulawa biegł na salę plenarną. Po chwili  wyszedł już normalnie do stanowiska.,"There was a significant acceleration of the proceedings and MP Mulawa ran to the plenary hall. After a while, he returned to his station normally."
1.7906937506597563e+18,Ja nie startuję w wyborach.,I'm not running in the elections.
1.7904100059480965e+18,"Uwaga Ząbki!    🤩   

Zapraszam na kawę z liderem warszawskiej listy w wyborach do Parlamentu Europejskiego  i posłem ! 

Od 7:00 będziemy na dworcu PKP częstować Was kawą! 

Do zobaczenia!    👋      🏻    ","Attention Teeth!    🤩   

I invite you for coffee with the leader of the Warsaw list in the European Parliament elections and an MP! 

From 7:00 we will be serving you coffee at the railway station! 

See you!    👋 🏻    "
1.7896941198932419e+18,"Mistrzostwa świata w hipokryzji. Mamy finalistów. 

   ➡   ️Morawiecki #PreczZzielonymŁadem 
kontra
   ➡   ️Tusk #MuremZaPolskimMundurem ","World Championship of Hypocrisy. We have the finalists. 

   ➡️Morawiecki #DownWithGreenLady 
contra
   ➡️Tusk #MuremZaPolskimUdurem "
1.7893772927471293e+18,"Konfederacja przypomina po raz kolejny: Trzecia Droga obiecała Polakom dobrowolny ZUS dla przedsiębiorców. Dlatego właśnie przedsiębiorcy wam zaufali. Będziemy to przypominać do ostatniego dnia w rządzie, waszego dnia w rządzie, bo nie mamy wątpliwości, że od początku perfidnie…  ",Ładuję...
1.7892814544442002e+18,"Ostatnie zdanie to groźba? 

Apeluję do  i ministra  by wezwał ambasadora do wytłumaczenia kto zagraża Polsce w reakcji na głosowanie w ONZ.

Ambasador powinien już dawno zostać wydalony. Jego bezczelność nie ma granic. ","Is that last sentence a threat? 

I appeal to the minister to call the ambassador to explain who is threatening Poland in response to the UN vote.

The ambassador should have been expelled long ago. His impertinence knows no limits. "
1.7890219023268618e+18,"Morawiecki rywalizuje z Tuskiem na największego kłamcę i hipokrytę polskiej polityki. To, że nie został wywieziony na taczce z manifestacji to wstyd dla organizatorów. Dobrze, że chociaż internauci pamiętają jak to PiS sprzedał Polskę i polskie rolnictwo. ",Morawiecki competes with Tusk as the biggest liar and hypocrite in Polish politics. The fact that he was not taken away from the demonstration in a wheelbarrow is a shame for the organizers. It's good that at least Internet users remember how PiS sold Poland and Polish agriculture. 
1.7889771469640868e+18,"9 czerwca głosujemy znów na listę numer 2!

 Wolność i Niepodległość!

#ChcemyŻyćNormalnie
#Konfederacja
#PreczZielonymŁadem ","On June 9, we will vote again for list number 2!

 Freedom and Independence!

#WeWantLiveNormally
#Confederation
#DownTheGreenOrder "
1.7889529358353577e+18,W każdym z nas są dwa wilki!,Ładuję...
1.7886437419614292e+18,"3 miesiące temu z tej mównicy pytałem o zasadność przedłużenia okresu obowiązywania ustawy Ukrainiec+ do czerwca. Dziś ponownie przedłużacie ten socjal, tym razem aż do września 2025 r. Będziemy teraz co jakiś czas 
przedłużać dawanie tych prezentów opłacanych z kieszeni…  ","Three months ago, from this podium, I asked about the validity of extending the validity period of the Ukrainian+ Act until June. Today you are extending this social security again, this time until September 2025. We will now be there from time to time 
extend the giving of these out-of-pocket gifts…  "
1.7881578018118536e+18,"KSeF nie ma na celu ułatwienia życia przedsiębiorcom. Jest stworzony wprost do ich kontroli i coraz większego podporządkowania aparatowi biurokratycznemu. 

To rozwiązanie zmusza przedsiębiorców do rejestracji czym prędzej faktur w systemie i przewiduje surowe kary   ‼   ️ ","KSeF does not aim to make life easier for entrepreneurs. It is designed specifically to control them and increasingly subordinate them to the bureaucratic apparatus. 

This solution forces entrepreneurs to register invoices in the system as soon as possible and provides for severe penalties "
1.7878221409992417e+18,"Nie dla EURO w POLSCE! 
Tylko polski złoty daje nam bezpieczeństwo i suwerenność!  🇵  🇱 
Polską racją stanu nie jest niemieckie euro! 
——
Powiedz nie eurofanatykom w zbliżających się wyborach do Parlamentu Europejskiego! ","No to EURO in POLAND! 
Only the Polish zloty gives us security and sovereignty!  🇵 🇱 
The Polish raison d'état is not the German euro! 
——
Say no to Eurofanatics in the upcoming European Parliament elections! "
1.787817616687481e+18,Kto kałużą wojuje od kałuży ginie. Na Podlasiu dwóch radnych z PiS głosuje z koalicją. PiS traci władzę w województwie.,"Whoever fights in a puddle dies in a puddle. In Podlasie, two PiS councilors vote with the coalition. PiS is losing power in the voivodeship."
1.7872513459148068e+18,"Lewica już się nawet nie kryje ze swoimi zapędami proniemieckimi i wprost przyznaje - ustami Roberta Biedronia, że chce pozbawić Polski prawa weta w Unii Europejskiej! 

Nie możemy nigdy do tego dopuścić! To doprowadzi do utraty suwerenności naszego kraju! 
——
   🗳   ️9 czerwca głosuj…  ",Ładuję...
1.786723397642101e+18,W słońcu mocniej daje.,It's stronger in the sun.
1.786079656262632e+18,Serio? XD,Ładuję...
1.7860684533396808e+18,"Tyle młodych ludzi ma gotówkę by kupić mieszkanie. Nie jest zatem chyba aż tak źle w naszej Polsce!

Nie zakrywam numerów telefonów bo może jest ktoś kto pomoże znaleźć tym przemiłym ludziom wymarzone cztery kąty… xD ","So many young people have cash to buy a flat. So it's probably not that bad in our Poland!

I'm not hiding my phone numbers because maybe there is someone who will help these lovely people find their dream home... xD "
1.7860586100001997e+18,"Proponuję by skazali chłopaka na prace społeczne w organizacji World Central Kitchen w Strefie Gazy… A nie, czekaj! ","I propose that they sentence the boy to community service in the World Central Kitchen organization in the Gaza Strip... Oh no, wait! "
1.7860353346454653e+18,Dlaczego zatem tak bardzo Unia Europejska chce się pozbywać tych ludzkich skarbów i ich przymusowo relokować do Polski?,So why does the European Union want to get rid of these human treasures and forcibly relocate them to Poland?
1.7860208289302897e+18,"KW  Wolność i Niepodległość już oficjalnie zarejestrowany w ponad połowie okręgów. Czekamy na ostatnie formalności ze strony Okręgowych Komisji Wyborczych.

Właśnie wyszedłem z OKW Warszawa I gdzie zarejestrowałem listę z  na czele! Powodzenia 9 czerwca! ","KW Wolność i Niepodległości has already been officially registered in over half of the districts. We are waiting for the final formalities from the District Electoral Commissions.

I just left OKW Warszawa I, where I registered the list with the top! Good luck on June 9! "
1.785965897749865e+18,"2 maja to szczególna okazja, aby uczcić symbol naszej narodowej tożsamości - flagę Polski.  🇵  🇱 

Flaga Polski  🇵  🇱  jest nie tylko symbolem naszego państwa, ale także wyrazem dumy, patriotyzmu i jedności narodowej.

W Dniu Flagi warto pamiętać o znaczeniu, jakie ma dla naszego…  ",Ładuję...
