id,text_clean
1.7251451914329912e+18,"  I dziękujemy Pani radna w imieniu Warszawiaków, ale nie tylko. Jak mówiłem ten atak na najuboższych Polaków dotyczy mieszkańców spoza Warszawy, pracowników, którzy przyjeżdzają do stolicy „za chlebem”. Stop wariactwu antysamochodowemu       ❗       ️       🇵              🇱       "
1.7251175951063327e+18,Silna reprezentacja  na sesji rady miasta . Apelujemy o zdecydowany przeciw „Strefie Wykluczenia Samochodowego”wprowadzanej przez pseudo ekologów z ratusza. Warszawa nie może być wygodna i dostępna tylko dla najbogatszych. Stop bezprawiu       ❗       ️…  
1.72511439601415e+18, Ale w takim składzie a przyszłości rozszerzonym na pewno damy radę!        💪       
1.7251055582046497e+18,"Już oficjalnie na stronie Sejmu RP        🇵              🇱       .
Parlamentarny Zespół ds. obrony kierowców zarejestrowany!        💪              ❗       ️       🚗              🏍       ️       🚌       
Walczymy o prawa kierowców, 
o wolność, swobodę poruszania się, 
to nasze konstytucyjne prawa!
Będziemy zajmować się  takimi problemami jak:

- Ceny…  "
1.725050035493069e+18,"        Rzecznik najchętniej zamieniłby te dwa pasy dla aut na ścieżki rowerowe, ale przecież niedługo w ogóle doprowadzą w  do tego, że samochody nie wjadą do miasta… w tym kierunku idą te wariackie pomysły. Będziemy walczyć! Stop absurdalnym pseudoekologicznym zapędom!"
1.7248909656962007e+18,"   a Pan sfinansuje zamiankę na nowe elektryki Tym, których zwyczajnie nie stać na takie rozwiązania? 
Śmierdzą i to znacznie bardziej inne elementy miasta …"
1.7248902014898424e+18,"    w okolicznościach życiowych, braku czasu, dostępności innych form transportu etc. niejednokrotnie to niemalże konieczność"
1.724887535657034e+18,     Powodzenia Michał        💪              🇵              🇱       
1.7248830540810445e+18,"Jak mówiła śp.lady Margaret Thatcher: ""Problem z socjalistami jest taki, że w końcu zawsze kończą im się cudze pieniądze"".

""Na koniec roku zadłużenie Krakowa może wynosić 6 mld zł. To koszt budowy trzech Stadionów Narodowych. Pieniędzy w miejskiej kasie brakuje nie tylko na…  "
1.7248757379649172e+18,"  Proszę obserwować, a jeśli jest chęć współpracować :) zapraszam"
1.72486712222702e+18,"Złożyliśmy wniosek o powołanie Zespołu Parlamentarnego ds. Obrony Kierowców, któremu będę miał zaszczyt przewodniczyć. Najwyższy czas zakończyć walkę z polskimi kierowcami! Zapraszam do współpracy! #Konfederacja       🇵              🇱              💪        "
1.7248632447229952e+18,Strefa Wykluczenia Komunikacyjnego w Warszawie ma być większa niż planowano! 
1.7248491516518239e+18,  Niestety wielu tak uważa… upadamy
1.7248288096633165e+18,"Dziś na konferencji prasowej #Konfederacja       🇵              🇱        przed warszawskim Ratuszem sprzeciwiliśmy się bzdurom Rafała Trzaskowskiego. Mówimy NIE strefom wykluczenia komunikacyjnego (tzw. „czystego” transportu)! Nie może być tak, że posiadacze starszych aut, mniej zamożni Polacy, nie będą…  "
1.7247728056720591e+18,"Dziś na konferencji prasowej #Konfederacja       🇵              🇱        przed warszawskim Ratuszem sprzeciwiliśmy się bzdurom Rafała Trzaskowskiego. Mówimy NIE strefom wykluczenia komunikacyjnego (tzw. „czystego” transportu)! Nie może być tak, że posiadacze starszych aut, mniej zamożni Polacy, nie będą…  "
1.7247582705422216e+18,"Dziś na konferencji prasowej  przed warszawskim Ratuszem sprzeciwiamy się bzdurom Rafała Trzaskowskiego. Mówimy NIE strefom wykluczenia komunikacyjnego (tzw. „czystego” transportu)! Nie może być tak, że posiadacze starszych aut, mniej zamożni Polacy, nie będą mogli…  "
1.724531850100511e+18,"O godz. 11:30 będę gościem . Zapraszam do oglądania!
#Konfederacja       🇵              🇱        "
1.724516949122507e+18,         Jutrow Warszawie konferencja w tej sprawie
1.7244527009626112e+18,"Złożyliśmy dzisiaj wniosek o powołanie Zespołu Parlamentarnego ds. Obrony Kierowców, któremu będę miał zaszczyt przewodniczyć. Najwyższy czas zakończyć walkę z polskimi kierowcami! Zapraszam do współpracy! #Konfederacja       🇵              🇱              💪        "
1.7244446679896724e+18,"Złożyliśmy dzisiaj wniosek o powołanie zespołu ds. obrony kierowców, którym będę miał zaszczyt kierować. 
Czas skończyć z atakami na polskich kierowców! Zapraszam do współpracy!  "
1.724404884676457e+18,"#Konfederacja       🇵              🇱        wniosła do Sejmu 2 projekty ustaw:
1⃣ Podniesienia kwoty wolnej od podatku do 12-krotności minimalnego wynagrodzenia za pracę, ale nie mniejszej niż 60 000 zł.
2⃣ Stopniowej likwidacji obowiązku opłacania składek na ubezpieczenie społeczne przez przedsiębiorców."
1.7243414432112192e+18,"Od 1 lipca 2024 roku, w momencie wjazdu samochodem do Krakowa, konieczne będzie zarejestrowanie się w nowym systemie elektronicznym. Wjazd do SCT ma się odbywać na podstawie odczytu tablicy rejestracyjnej i sprawdzaniu w CEPiK-u, jaką normę spalin spełnia. Według wyliczeń…  "
1.724324945478447e+18,"Ślubuję, tak mi dopomóż Bóg!        🇵              🇱        
13 listopada 2023
#Konfederacja "
1.7241995675398108e+18,Gratulacje Krzysztof! Ponad 1.5 mln naszych Wyborców ma swojego reprezentanta w prezydium sejmu.  
1.724141426559128e+18,"Dziś dzięki Państwa głosom zostałem posłem klubu poselskiego Konfederacji. Czekają mnie 4 lata ciężkiej pracy, żeby nie zawieść oczekiwań i dołożyć starań do rozszerzenia wolności i zachowania suwerenności wszystkich Polaków. Wiem, że klub Konfederacji będzie merytoryczną…  "
1.7240836528610268e+18,"Gotowi do działania!        🔥       
Dla dumnej i bogatej Polski!        🇵              🇱        "
1.7240450803595018e+18,Posłowie  X kadencji Sejmu       🇵              🇱        
1.7240449196212022e+18,Posłowie  X kadencji Sejmu       🇵              🇱        
1.7240254458662218e+18,Pierwsze posiedzenie Sejmu X kadencji najwyższy czas zacząć! #Konfederacja       🇵              🇱        
1.7239985998081682e+18,"Pierwsze posiedzenie klubu parlamentarnego  
       🇵              🇱              🇵              🇱              🇵              🇱        "
1.723987645221532e+18,"Jak mówił Milton Friedman: „Jeśli płacicie ludziom za to, że nie pracują, a każecie im płacić podatki gdy pracują, nie dziwcie się, że macie bezrobocie”. "
1.723965849604641e+18,W drodze na pierwsze posiedzenie sejmu X kadencji.        🇵              🇱              💪        Widzimy się już o 12.00  
1.7234660619939843e+18,"W słowach Trzaskowskiego nie trudno zauważyć butę i arogancję władzy, której póki co jeszcze w pełni nie mają… 
już teraz atakując największą manifestację patriotyczną w Polsce! Marsz jest organizowany od 14 lat i niejedne 14 jeszcze wytrzyma       🇵              🇱              💪              ❗       ️ "
1.7234555620698035e+18,"Pielęgnujmy Niepodległą        💪              🇵              🇱              ❗       ️
Nie zmarnujmy wysiłków naszych Bohaterów, walczmy o naszą suwerenność       🇵              🇱        "
1.722998896048083e+18,Kłamstwa kampanijne właśnie zostały potwierdzone! Okłamali Polaków w sprawie kwoty wolnej i dobrowolnego ZUSu. Co będzie dalej? #Konfederacja będzie walczyć o te rozwiązania. Złożymy odpowiednie projekty ustaw tak szybko jak to możliwe!        🇵              🇱              💪        
1.72298510773511e+18,"Wspólnie pokażmy, że zależy nam na niepodległości Polski! Chcemy, by wysiłek naszych przodków w walce o wolności nie poszedł na marne. Do zobaczenia na tegorocznym Marszu Niepodległości w Warszawie! "
1.7227359669122258e+18,"       ❗       ️IPN - do REFORMY, a nie likwidacji! "
1.7227228867025513e+18,"Europarlament odbiera immunitet za lajki w mediach społecznościowych. Każdy przyzwoity człowiek powinien być oburzony bez względu na krytykę wobec PiS-u. Tak wyglądają standardy demokracji według postępowej, europejskiej lewicy. Parlament Europejski przestał być miejscem na…  "
1.7223113125107592e+18,Kilka słów o egzotycznej koalicji KO-TD-LEWICA        🤯              ⬇       ️ 
1.72228995254784e+18,"Zapraszam na spotkanie członków i sympatyków #Konfederacja       🇵              🇱        i Nowej Nadziei w Lublinie.
       📆        9 listopada (czwartek)
       ⏰        godz. 19:00
       📍        ul. Jezuicka 4
Przedyskutujemy ostatnie wydarzenia ze świata polityki i porozmawiamy o dalszych planach. "
1.7222068578241907e+18,"60% realnego wynagrodzenia to obciążenia podatkowe       ❗       ️       ❗       ️       ❗       ️
7 miesięcy pracujemy na Państwo!
Proste i niskie podatki jakie proponujemy to mniej wyłudzeń, nadużyć, mniej administracji! 
To zdecydowanie lepsze życie w Polsce        🇵              🇱         "
1.7219867179330068e+18,Długo to nie trwało … 
1.721953304555479e+18,Zapraszam na lubelski wyjazd na Marsz Niepodległości! Zapisów można dokonywać poprzez stronę:  
1.7218844150752133e+18,Dziękuję Członkom Rady Liderów  za jednomyślność i zaufanie. Teraz do pracy!       💪              🇵              🇱        
1.7218002986021071e+18,      To tylko informacja o naszej obecności. Program można obejrzeć również na kom. Miłego dnia!        🤝       
1.7216404019944535e+18,"  Mrugam nawet 4, XD"
1.721622557869085e+18,"Dzięki za rozmowę, spokojnego wieczoru… "
1.7216219108138068e+18,Przed programem u  . Miłego wieczoru dla Was. Wyłączcie już dzisiaj politykę…       😀        
1.7215535400054418e+18,Zapraszam dziś przed telewizory. O godz. 20:15 będę gościem  w „Debacie Dnia”. Do zobaczenia! 
1.7212723961354857e+18,"Nadchodzące zmiany traktatów to  furtka do szybkiego wprowadzenia euro w Polsce. Nie chcemy kroczyć ścieżką państw, które w ostatnich latach przyjęły euro i mierzyły się z drożyzną. Konfederacja staje w obronie polskiego złotego i suwerenności monetarnej…  "
1.7208670525319823e+18,Dzisiaj rozmawialiśmy o planach na nową kadencję sejmu i moich watpliwościach co do funkcjonowania przyszłej „egzotycznej” koalicji. Miłego weekendu! Odpocznijcie od polityki        😉        
1.7205442802367084e+18,"Oni jeszcze nie rządzą, a już się kłócą. Ta egzotyczna koalicja programowo nie ma sensu, ale być może będzie trwać w imię jednego - przejęcia wszystkich ministerstw, dotacji i spółek Skarbu Państwa. Teraz będzie więcej partii do wykarmienia ;) "
1.7204955626826796e+18,"Już jutro o godz. 11:00 będę gościem programu ""Tydzień między nami"" na antenie . Zapraszam! #Konfederacja       🇵              🇱        #PejoTeam       💪        "
1.7201677429326646e+18,"W Polsat News mówiłem o wyposzczonej koalicji KO-Lewica-Trzecia Droga, która rusza po stołki! Może i wycofują się z obietnic i programu nie zrealizują, ale za to dorwą się do koryta, tak jak PiS. A do obsadzenia w spółkach mają jeszcze więcej osób niż poprzednia partia rządząca!…  "
1.7199679340076076e+18,"Dzień Zaduszny - 2 listopada
Pamiętajmy o wybitnych postaciach ruchu wolnościowego, których niestety nie ma już wśród nas.

Margaret Thatcher nazywana również Żelazną Damą - brytyjska polityk, przewodnicząca Partii Konserwatywnej przez 15 lat, premier Wielkiej Brytanii…  "
1.7197089612160617e+18,"       🇵              🇱        105 lat temu, 1 listopada 1918 roku, w obronie polskiego Lwowa, stanęła Polska Młodzież „Lwowskie Orlęta”. Bohaterowie, którzy w starciu z zawodową armią ukraińską walczyli aż 20 dni! To Oni sprawili, że obrona polskiego miasta mogła być kontynuowana przez Wojsko Polskie aż do…  "
1.7196862851728998e+18,"Tak po ludzku, Wy to rozumiecie i akceptujecie? "
1.7193727197943606e+18,"       🔥        Dzisiaj o 20:00 widzimy i słyszymy się w  w programie ""Sedno Sprawy"". Do zobaczenia!        👋        "
1.7192879322410235e+18,Dzisiaj o godz. 20:00 będę gościem . Zapraszam! #Konfederacja       🇵              🇱        #PejoTeam       💪        
1.7189440127640986e+18,O godz. 19:00 będę gościem . Zapraszam! #Konfederacja       🇵              🇱        #PejoTeam       💪        
1.7175766206034783e+18,"Dziś odebrałem zaświadczenie od Przewodniczącego PKW o wyborze na posła na Sejm X kadencji.        🇵              🇱       Nie byłoby to możliwe, gdyby nie Państwa 26 037 głosów! Przede mną lata ciężkiej pracy, by godnie pełnić obowiązki, które mi powierzyliście! Jeszcze raz dziękuję!        🤝        "
1.7174841507419876e+18,"Pierwszy dzień w sali posiedzeń        🇵              🇱       
Wolność, własność, sprawiedliwość!        💪        "
1.7172765542065116e+18,"Media i lewicowi dziennikarze w formie w dalszym opluwaniu Polaków. Opublikowali wyniki raportu na temat problemu rasizmu w Europie. Wynika z niego, że… w Polsce sytuacja jest najlepsza w Europie. Co zrobił Onet? Wrzucił wielki nagłówek: Unijny raport na temat rasizmu. Polska na…  "
1.7171035147389996e+18,A jednak będzie       🤔              ❓        
1.7170934026369354e+18,Pozdrawiamy ze studia  
1.7169853643032415e+18,"       🇵              🇱        Zmarła Wanda Półtawska - doktor psychiatrii i działaczka na rzecz obrony życia człowieka, wieloletnia współpracowniczka i przyjaciółka Jana Pawła II. Była więziona w niemieckim obozie koncentracyjnym Ravensbrück, gdzie poddawano ją eksperymentom pseudomedycznym. Od urodzenia…  "
1.7169059680497626e+18,"Zapraszam, przy porannej kawie o polityce!        🇵              🇱       
#Konfederacja "
1.7165492289844308e+18,"To powinien być standard! Wolność poruszania się jest podstawową wolnością obywatela. Niestety zarówno ustępujący, jak i przyszły rząd składa się z polityków, którzy nagminnie zgadzają się na klimatyczną politykę UE. Jak wiele naszej wolności Tusk jest w stanie poświęcić dla…  "
1.7164975425720159e+18,"Ponieważ opozycja już powoli wycofuje się ze swoich obietnic wyborczych, warto przypomnieć te słowa z 2014 roku:

""Dwa razy obiecać to jak raz dotrzymać"" ~ Radosław Sikorski

""Obietnice wiążą tylko tych, którzy w nie wierzą"" ~ Jacek Rostowski "
1.7161860504505554e+18,"Dla Konfederacji niepodległość Polski i możliwość decydowania samemu o sobie jest wartością. Nasi ojcowie i dziadkowie cierpieli i ginęli za to, żeby Polacy mogli bez oglądania się na obce stolice kształtować własną przyszłość. Unia Europejska musi wrócić do zdrowej, gospodarczej…  "
1.7160999953618496e+18,"          Wierz mi, że mi też!"
1.7160557118037484e+18,"Wolność, własność, sprawiedliwość!       🇵              🇱       
O te wartości będziemy dbać jako posłowie  z ramienia        Dziękujemy za Wasze głosy! "
1.7158107551093806e+18,"Nadchodzi wielka zmiana, którą przyniesie rząd Tuska! Jednym ze 100 konkretów jest… likwidacja prac domowych        🤦       ‍       ♂       ️
Zamiast nauki będą dopłaty, to na pewno podniesie poziom nauczania! "
1.715055193551774e+18,"#Konfederacja       🇵              🇱        osiągnęła najlepsze wyniki w okręgach:
Białystok - 9,79%
Rzeszów - 9,48%
Nowy Sącz - 8,73%
Krosno - 8,62%
Lublin - 8,38%
Dziękujemy za poparcie!       💪       
"
1.7149990770735188e+18,"Kandydaci #Konfederacja       🇵              🇱       , którzy zdobyli najwięcej głosów:
 - 101.269
 - 44.902
 - 36.918
 - 26.895
 - 26.037
Dziękujemy za Wasze zaufanie!       💪       
"
1.7149773306558794e+18,"""Dwa razy obiecać to jak raz dotrzymać"" ~ Radosław Sikorski

""Obietnice wiążą tylko tych, którzy w nie wierzą"" ~ Jacek Rostowski "
1.7149633401983347e+18,"       🇵              🇱        19 października 1984 roku został zamordowany ksiądz Jerzy Popiełuszko – kapelan warszawskiej „Solidarności”, obrońca praw człowieka w PRL, zamordowany przez funkcjonariuszy Służby Bezpieczeństwa, błogosławiony i męczennik Kościoła katolickiego, pośmiertnie odznaczony Orderem…  "
1.7147375701504945e+18,Szymon Hołownia vs Szymon Hołownia na temat likwidacji gotówki. 
1.7146429755468805e+18,"Ryszard Petru podobnie jak Władysław Kosiniak-Kamysz i Donald Tusk stwierdził, że obecna opozycja nie dotrzyma obietnic wyborczych w terminie, zanim jeszcze w ogóle został powołany nowy rząd        😆               🎪              🤡        "
1.714623605072331e+18,Trzecia Droga to już nie droga tylko ślepa uliczka? 
1.7145569352513088e+18,"Już o godz. 12:00 będę gościem kanału   Zapraszam do oglądania!
 "
1.714535350834463e+18,"Krzysztof Gawkowski (Lewica): „władze w wielkich fuzjach, takich jak Orlen, muszą być z nowego rozdania politycznego”. Jednak przed wyborami parlamentarnymi deklarowali, że w spółkach skarbu państwa potrzebni są fachowcy. "
1.7143244508023196e+18,"Za czym zagłosowali Polacy?
1. Masowa imigracja.
2. Zwiększone rozdawnictwo socjalne.
3. Niskie emerytury z ZUS.
4. Wysokie i skomplikowane podatki.
5. Długie kolejki do lekarzy specjalistów.
6. Zakaz wjazdu dla starszych samochodów do centrum miast.
7. Zakaz sprzedaży samochodów… "
1.7143167467928701e+18,Trzecia Droga już się wycofuje ze swojej obietnicy wyborczej dobrowolnego ZUSu. Szybko poszło... 
1.7143152357990482e+18,"Priorytety według Lewicy        😆       
Ciekawe co na to Trzecia Droga?        🤔        "
1.7142386199032753e+18,"""Łatwiej jest oszukać ludzi niż przekonać ich, że zostali oszukani"" ~ Mark Twain "
1.714237599101911e+18,"#Konfederacja:
7,16% (+0,35%)
1,53 mln głosów (+290 tys.)
18 posłów (+7)

#Lewica:
8,61% (-3,95%)
1,86 mln (-461 tys.)
26 posłów (-23)"
1.7141951197068905e+18,"Serdeczne dzięki za każdy głos.        🤝       
Dla mnie to wyróżnienie, a jednocześnie zobowiązanie.        🇵              🇱        Będę Was reprezentował w Sejmie i mam nadzieję, że nie zawiodę w obronie wolności, własności i sprawiedliwości!        💪       Oczekujcie relacji z obrad na moich profilach.
#Konfederacja #PejoTeam "
1.8462506152335117e+18,Zapraszam na Kanał Zero na program Taniec z Ministrami! 
1.8462448888467254e+18,Troje kandydatów na prezydenta w  ;) 
1.8459402042903432e+18,"Ważne, że miliardy na TVP się znalazły. "
1.8459113937042598e+18,Czy Tusk się wścieknie?
1.8459108653687398e+18,"Po bobrach i alkotubkach pojawił się kolejny przeciwnik godny tego rządu: alkolody!

Tusk na pewno w 24h wyśle do tej firmy kontrolę, zwolni jakiegoś urzędnika i zapowie zmiany w prawie. A Hołownia rzuci się przegryzać tętnicę producentowi alkolodów.

Przecież nie okaże się, że…  "
1.8458980916033577e+18,"Nie rozumiem oburzenia, na jutrzejszy program w Kanale Zero.

Dziennikarze, tak jak politycy mają swoje poglądy, interesy i sympatie polityczne.

Od polityków różnią się tylko tym, że zwykle nieudolnie starają się sprawiać jakieś pozory niezależności i obiektywizmu.

Nie widzę… "
1.845882584204456e+18,"Rafał Trzaskowski chce zakazać Marszu Niepodległości! 

Zabranianie Polakom świętowania odzyskania niepodległości to skandal! 

Nie przeszkadzają mu parady równości, a boli go widok polskich flag na ulicach Warszawy. 

Jeszcze 4 lata temu, kiedy potrzebował głosów wyborców…  "
1.8458371736998177e+18,Jutro Mentzen grilluje wyjątkowo na Kanale Zero :) 
1.8453982294766595e+18,Wczorajsze świetne spotkanie w Suwałkach! Dziękuję! 
1.8451140541650496e+18,"Bardzo dziękuję za Waszą obecność na spotkaniu w Olecku. Za chwilę zaczynamy ostatnie dzisiaj spotkanie w Suwałkach. 

Do zobaczenia! "
1.845091338376651e+18,"Suwerenna Polska została wchłonięta przez PiS.

Współczuję porządnym działaczom SP, którzy zapisali się do tej partii, ponieważ mieli prawicowe poglądy, a nie chcieli być w PiS. 

Jeżeli działaliście w SP, a nie prywatyzowaliście Funduszu Sprawiedliwości, nie doiliście spółek… "
1.8450666783941348e+18,"Byłem dzisiaj na granicy z Białorusią, której przed imigrantami broni Wojsko Polskie oraz Straż Graniczna. Donald Tusk i jego ludzie zamiast ich wspierać, jeszcze przeszkadzają im w pracy i robią z nich bezdusznych wykonawców rozkazów. 

Rząd w ogóle nie dba o bezpieczeństwo…  "
1.8450036846498081e+18,"Dzisiaj na trasie #Mentzen2025 Augustów, Olecko i Suwałki!

Do zobaczenia! "
1.8448031490702705e+18,"Świetne spotkanie w Ełku! Dziękuję! 

Jutro widzimy się w Augustowie, Olecku i Suwałkach! "
1.8446419297885965e+18,"Dzisiaj widzimy się w Ełku! Do zobaczenia!

#Mentzen2025 "
1.8443922875033603e+18,"W końcu otrzymaliśmy w pełni autorski budżet Donalda Tuska i Ministra Domańskiego. Sam Premier Tusk opisał go jako budżet ,,odpowiedzialny, ale hojny”.

Budżet rzeczywiście jest hojny, ale nie można go nazwać odpowiedzialnym. Jest to budżet wręcz skrajnie nieodpowiedzialny.…  "
1.844332285560308e+18, Oczywiście. Problem leży po stronie Ministerstwa Finansów.
1.844300095346414e+18,"Minister zdrowia Leszczyna chciała rozszerzyć ustawę antynikotynową o zakaz sprzedaży tzw. jednorazówek. Było to w interesie koncernów, ponieważ wydłużało czas wejścia w życie ustawy antynikotynowej i niszczyło małe polskie firmy produkujące jednorazówki.

Po czym z tego…  "
1.8442805448062853e+18,"Wpływy budżetowe będą o 40 miliardów złotych niższe, od tych zaplanowanych, głównie z powodu za małych wpływów z VAT. Mówiłem o tym już rok temu, podczas debaty budżetowej.

Tak to się kończy, gdy za rządzenie biorą się niekompetentni ludzie. 

Czas na fachowców w polityce!

Czas…  "
1.844256621503144e+18,Za chwilę będę gościem u Bogdana Rymanowskiego w Radiu Zet! 
1.8440548033554145e+18,"Ten rekordowy deficyt nie jest spowodowany przez wydatki na zbrojenia, tylko przez wymknięcie się spod kontroli wszystkich wydatków! 

Rząd zupełnie przestał panować nad wydatkami i próbuje tłumaczyć się teraz koniecznością wzmocnienia armii. Nie wierzcie w to! "
1.843933039690429e+18,"14 państw UE, w tym Francja, Niemcy i Włochy wezwało Komisję Europejską do zaostrzenia przepisów dotyczących zawracania migrantów.

Kogo nie ma na tej liście? Polski.

Dlaczego? Dlaczego rząd Donalda Tuska tego nie podpisał?! Przecież to do Polski wpychani są przez białoruską…  "
1.8439289103813512e+18,"Marszałek Hołownia zapowiedział właśnie, że nie będzie dzisiaj głosowań, ponieważ jest za mało posłów.

Posłów jest oczywiście wystarczająco wielu, ale jak widać za mało przyjechało do Warszawy tych uśmiechniętych posłów, więc boją się o wyniki głosowań :)"
1.8436567302255864e+18,Polski deficyt budżetowy wychodzi poza skalę! 
1.8426435055309952e+18,Niesamowita energia na spotkaniu w Łomży! Dziękuję! 
1.8426191143317056e+18,Świetne spotkanie w Ostrowi Mazowieckiej! Dziękuję! 
1.842546844397646e+18,"Za nami spotkanie w Sokołowie Podlaskim! 
Dziękuję za Waszą obecność! 

A szczególnie dziękuję za rysunek ze swoją podobizną! :) "
1.8425001637402793e+18,"Tak było wczoraj w Siedlcach, a już dzisiaj widzimy się w Sokołowie Podlaskim, Bielsku Podlaskim, Ostrowi Mazowieckiej i Łomży. Do zobaczenia! "
1.8424848965366129e+18,"Dzisiaj na trasie #Mentzen2025 Sokołów Podlaski, Bielsk Podlaski, Ostrów Mazowiecka i Łomża!

Do zobaczenia! "
1.8422433281898988e+18,Dziękuję za spotkanie w Białej Podlaskiej! 
1.8422035928510671e+18,"Razem z szefem mojego sztabu  odwiedziliśmy dzisiaj  . 

Spotkaliśmy się z Prezesem zarządu Azoty Puławy, który podzielił się z nami swoimi obawami o przyszłość zakładu zatrudniającego bezpośrednio 3300 osób, wynikającymi z kolejnych regulacji związanych z…  "
1.8421117011743542e+18,"Świetne spotkanie wczoraj w Łukowie! Dziękuję! 

Dzisiaj o 16 widzimy się w Białej Podlaskiej, a o 18 w Siedlcach. Do zobaczenia! "
1.8421002469538284e+18,"Dzisiaj będziemy w Białej Podlaskiej i Siedlcach! 

Do zobaczenia!

#Mentzen2025 "
1.8418865234964772e+18,"Bardzo dziękuję za tak entuzjastyczne przywitanie w Puławach! 

Razem walczymy o silną i bogatą Polskę! "
1.8418689503148442e+18,"Państwo lekką ręką wprowadza nowe podatki, składki i opłaty. Dużo gorzej idzie mu likwidowanie tych zupełnie niepotrzebnych, przestarzałych podatków, które straciły rację bytu.

Dlatego złożyłem dzisiaj projekt ustawy likwidującej podatek od spadków.

Opodatkowanie spadków jest…  "
1.8418181729927662e+18, Jak zwykle kłamiesz.
1.841752330573595e+18,Dzisiaj o 12:00 będę prezentował projekt mojej nowej ustawy w Sejmie. Zapraszam na transmisję na moim YT. 
1.8415188068812065e+18,"Europe is under siege! Illegal immigration is out of control. What were once safe and prosperous nations like Germany, Sweden, and Britain are now suffering the aftereffects of “over immigration”. 

The effects of mass immigration cannot be reversed. All of the West’s experiences…  "
1.841430111389639e+18," Rzeczywiście nikt tego nie weryfikuje.

Dodam, że na moje kilometrówki, loty samolotem etc. nie wydaliście ze swoich podatków ani złotówki. Sam finansuję swoje podróże."
1.841408985267651e+18,"Jeśli wejdzie w życie e-faktura, to w przypadku takiej awarii stanie w miejscu WSZYSTKO. Każdy sklep, stacja benzynowa, apteka, każda firma, nikt nie będzie w stanie nic sprzedać.

I jakoś ciężko mi uwierzyć, że tam takiej awarii na pewno nie będzie. "
1.8412086685550103e+18," Wyciągnąłem kartę przed końcem głosowania, nie wiem czemu policzyło mój głos."
1.8411827265082168e+18,"Właśnie zrywając kworum uratowaliśmy posłankę Matysiak, którą Lewica, PO i Trzecia Droga chciały usunąć z komisji infrastruktury:)"
1.841175785014772e+18,Sejm to nie jest miejsce na merytoryczną dyskusję :) 
1.840446783303869e+18,Zapraszam na spotkania #Mentzen2025 w październiku! 
1.8404466214920765e+18,Tak naprawdę wyglądało spotkanie w Zamościu :) 
1.8404464574987018e+18,Ludzie Tuska kłamią tak jak ich idol! 
1.8403789195322614e+18,"Bardzo dziękuję za wasze wsparcie, za to, że tak licznie przychodzicie na spotkania na trasie #Mentzen2025! "
1.8401097742784067e+18,"Bardzo dziękuję za spotkanie w Świdniku!

To było kolejne świetne spotkanie na trasie #Mentzen2025! "
1.84006718979095e+18,"Bardzo dziękuję za spotkanie w Lubartowie!

O 19:00 widzimy się w Świdniku. Do zobaczenia! "
1.8400358188380654e+18," Ludzie z Platformy wzorem Tuska jak zwykle kłamią. 

Teraz wrzucają zdjęcia zrobione na długo przed rozpoczęciem wydarzenia. 

Spotkanie w Zamościu wyglądało tak: "
1.8400105174247672e+18,"Za nami spotkanie w Chełmie. Bardzo dziękuję! 

Już o 16 będę w Lubartowie, a o 19 w Świdniku. Do zobaczenia! "
1.8397281979166684e+18,"Bardzo dziękuję za spotkanie w przepięknym Zamościu! 

Jutro widzimy się w Chełmie, Lubartowie i Świdniku. Do zobaczenia! "
1.8396930855439857e+18,"Czy każdy może sobie wybrać które wyroki sądów uznaje, a których nie, czy tylko Adam Bodnar?"
1.8396343232820475e+18,"PiS próbuje na siłę uszczęśliwić przedsiębiorców i wprowadzić przymusowy kasowy VAT. Nie zmuszajmy wszystkich do przyjęcia metody, z której obecnie korzysta poniżej 1% podatników VAT. "
1.8396239620718966e+18,"Mamy najgorszy system podatkowy w UE! To nie jest wina krasnoludków, bobrów ani żyły wodnej po Polsce. To jest wina polskich parlamentarzystów, którzy polskim przedsiębiorcom tworzą to piekło podatkowe! "
1.839328010228679e+18,Link do strony PFR: 
1.839327565267235e+18,"Co za przypadek! 

Spółka Tar Heel Capital Pathfinder związana z jednym z najhojniejszych darczyńców PO i ojcem nowego, 23 letniego doradcy premiera Donalda Tuska, Grzegorza Bielowickiego podpisała wczoraj umowę na 65 mln zł z PFR!

Dziwnym trafem, to było też najwyższe… "
1.839275177445618e+18,Największym dezinformatorem w sprawie powodzi był Donald Tusk! 
1.8392448998261888e+18,Oczekujemy wreszcie rzetelnej i konkretnej informacji od rządu na temat zaniechań przy przygotowaniu do powodzi oraz dezinformacji w wykonaniu premiera Tuska! 
1.8389542627489423e+18,"Mający 23 lata syn jednego z najhojniejszych darczyńców PO, Grzegorza Bielowickiego, został doradcą premiera Tuska. 

Hej, , ile trzeba wam wpłacić, żeby wstawić swojego doradcę Tuskowi? 100 tysięcy złotych wystarczy, czy ta promocja już się skończyła?"
1.8389187353960166e+18,"Rząd znowu chce traktować przedsiębiorców jak oszustów i złodziei!

Propozycja rządu to nie jest prawdziwy PIT kasowy, tylko jakaś jego marna namiastka! "
1.8388626456522263e+18,"Wnoszę o przerwanie obrad do czasu, aż premier Donald Tusk wyjaśni nam czy całkowita ślepota państwa polskiego względem niemieckiego wywiadu i agentury wpływu, to jeszcze jest głupota czy już zdrada?! 

Zajmijcie się poważnym przeciwnikiem — a nie bobrami! "
1.8388379576979254e+18,Kto jest winny braku dobrej infrastruktury przeciwpowodziowej?
